,ARG,ABW,AUS,AUT,BHS,BHR,BRB,BEL,BMU,BRA,BGR,CAN,CYM,CHL,HKG,MAC,COL,CRI,CYP,CZE,DNK,EGY,EST,FIN,FRA,DEU,GIB,GRC,GGY,HUN,ISL,IND,IDN,IRL,IMN,ISR,ITA,JPN,JEY,KAZ,KOR,KWT,LVA,LBN,LUX,MYS,MLT,MUS,MEX,NLD,ANT,NZL,NOR,PAK,PAN,PHL,POL,PRT,ROU,RUS,SGP,SVK,ZAF,ESP,SWE,CHE,THA,TUR,UKR,GBR,USA,URY,VEN
TWN,19,1,C,209,,0,6,295,372,0,0,"3,975",,21,"5,032",8,,,0,1,893,,,542,"2,417","2,020",4,,533,0,0,32,0,"4,413",1,,734,"3,416",377,0,488,,1,0,"16,165",322,,420,,"4,668",2,C,677,,,0,C,24,0,0,"6,431",2,2,29,"1,125",933,4,,,"23,480","81,192",0,0
TJK,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0,,,0,,,,,0,0,,0,0,,0,0,,,,0,,,,,0,,,,,,,0,0,0,0,,,,0,0,0,,,,0,0,0,0
TZA,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0,,,0,,,,,0,0,,0,0,2,0,0,,,,0,,,36,,0,,,,,,,0,0,0,0,,,,0,0,0,,,,10,0,0,0
THA,0,,C,106,,0,4,60,90,0,0,"1,609",8,21,"1,593",15,,,7,0,316,,,251,762,798,,0,212,,1,8,23,947,14,10,303,"1,771",100,4,441,0,,0,"8,193",129,,505,,"2,017",294,C,226,,2,35,0,4,0,0,"5,579",,4,18,134,254,,,,"6,594","16,842",1,0
TLS,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0,,,0,,,,,0,0,,0,0,,0,0,,,,0,,,,,0,,,,,,,0,0,0,0,,,,0,0,0,,,,0,0,0,0
TGO,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0,,,1,,,,,0,0,,0,0,,0,0,,,,0,,,82,,0,,,,,,,0,0,0,0,,,,0,0,0,,,,0,0,0,0
TKL,0,,0,0,,0,,0,5,,0,0,,0,0,,,,0,,0,,,,,0,,,0,,,,,0,0,,0,0,,0,0,,,,0,,,,,0,,,,,,,0,0,0,0,,,,0,0,,,,,0,0,0,0
TON,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0,,,0,,,,,0,0,,0,0,,0,0,,,,0,,,,,0,,,,,,,0,0,0,0,,,,0,0,0,,,,-20,0,0,0
TTO,0,2,0,6,,0,40,0,13,,0,26,180,14,C,,,,26,,12,,,,,88,,,0,,,,,13,0,,1,161,,0,0,,,,76,,,,,7,6,,7,,,,0,0,0,0,,,,0,0,1,0,,,112,"1,472",0,0
TUN,0,,C,190,,152,,24,0,,0,0,,0,C,,,,127,,25,2,,C,222,689,,0,7,1,,,,311,0,,127,"1,102",6,0,0,62,,0,223,0,,7,,168,,,10,,,,0,4,0,0,,,,1,0,8,7,,,216,501,0,0
TUR,0,0,C,"1,955",5,"4,164",0,687,28,0,49,993,84,10,244,,0,3,21,92,"1,768",72,31,38,"2,743","4,156",,"1,017",817,44,0,6,,"1,634",0,22,"1,159","1,911",399,0,438,286,4,2,"14,576",,"5,022",17,,"3,758",4,C,810,,19,12,"1,336",107,0,132,0,6,52,172,"1,951","1,143",,,,"15,911","25,086",2,0
TKM,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0,,,0,,,,,0,0,,0,0,8,0,0,,,,0,,,,,0,,,,,,,0,0,0,0,,,,0,0,0,,,,0,0,0,0
TCA,0,,0,0,,0,,0,0,1,0,0,,0,0,,,,0,,0,,,,,0,,,1,,,,,0,0,,0,0,,0,0,,,,0,,,,,0,,,,,6,,0,0,0,0,,,,0,0,1,,,,0,0,0,0
TUV,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0,,,0,,,,,0,0,,0,0,,0,0,,,,0,,,,,0,,,,,,,0,0,0,0,,,,0,0,0,,,,0,0,0,0
UGA,0,,0,0,,0,,5,0,,0,0,,0,0,,,,0,,0,,,,,0,,,1,,,,,0,0,,0,0,,0,0,,,,0,,,33,,0,,,4,,,,0,0,0,0,,,3,0,0,0,,,,64,1,0,0
UKR,0,,0,664,,0,,11,6,1,7,200,91,0,16,,,,74,4,377,5,73,280,30,618,,655,142,2,0,,,767,0,,199,328,46,0,0,,16,1,678,,,1,,"1,345",0,,58,,1,15,8,0,0,26,,0,,8,123,28,,,,"3,389","2,138",1,0
ARE,0,,-20,467,,"2,774",,274,111,,0,83,,0,986,135,,,275,,22,103,0,32,463,"1,217",,24,292,,2,2,3,490,778,,117,371,256,0,93,"2,125",,108,"2,167",253,158,"2,001",,216,0,,274,73,,12,C,0,0,0,"1,309",25,3,8,1,"1,355",105,1,,"6,560",0,0,0
GBR,168,15,"39,809","21,943",,"4,184","2,928","40,289","59,044",60,32,"72,603","2,143","1,637","73,857",985,320,151,"3,988","1,788","32,477",163,291,"21,635","264,325","199,503",735,"39,750","42,045",436,"4,751",1,224,"385,547","23,286","2,119","53,535","162,825","98,149","2,412","8,437","2,075",21,667,"211,774",536,"1,261","1,141",19,"177,675",807,"2,570","54,124",5,188,870,722,"12,852",116,"2,025","68,300",335,"35,662","55,163","55,687","64,737","2,077","1,252",89,,"1,142,380",86,269
USA,"15,895",323,"173,759","32,399",726,"13,184","11,152","60,491","365,848","2,024",56,"382,585","57,737","40,356","70,391","1,331","8,548",692,"2,773","2,234","56,943",601,251,"17,576","255,115","256,393",72,"9,856","42,378","1,010","5,093",54,290,"491,138","2,136","27,653","122,126","813,311","111,091","12,415","46,964","5,184",20,"1,142","459,054","1,408","1,022","2,386","33,499","374,080","4,502","11,230","110,814",,"2,318","2,369","1,972","11,844",74,"1,148","104,288",838,"12,697","51,891","104,332","135,032","1,591",168,,"863,632",,729,"9,461"
URY,9,,C,143,11,0,,8,2,132,0,11,,16,5,,,4,0,,457,,0,,65,347,,1,314,,,,,199,0,,105,619,10,0,305,,1,0,963,,,,,355,0,,,,,,0,6,0,0,,,,12,0,25,,1,,215,"1,957",,2
PUQ,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,C,,0,,,0,,,,,0,0,,0,0,,0,0,,,,0,,,,,0,,,8,,,,0,0,0,0,,,,0,0,,,,,0,0,0,0
VIR,0,,0,7,,0,,0,0,3,0,0,12,0,21,2,,,0,,0,,,4,246,0,,,38,,,,,54,0,,1,918,,0,32,,,,130,,,,,0,29,,12,,,,0,0,0,0,,,,0,32,,,,,267,0,0,0
UZB,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0,,,0,,,,,0,0,,0,0,,0,0,,,,0,,,,,0,,,,,,,0,0,0,1,,,,0,0,0,,,,0,0,0,0
VUT,0,,C,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0,,,0,,,,,0,0,,0,0,,0,0,,,,0,,,,,0,,,,,,,0,0,0,0,,,,0,0,0,,,,0,0,0,0
VAT,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0,,,0,,,,,0,0,,0,0,,0,0,,,,0,,,,,0,,,,,,,0,0,0,0,,,,0,0,0,,,,0,0,0,0
VEN,0,,C,256,,0,,33,8,1,0,70,48,1,14,,2,2,88,,994,,,0,271,933,,41,"1,144",,,,,620,0,,738,866,32,0,3,,3,3,"2,203",,,,,"1,357",188,,9,,119,8,0,0,0,30,,2,,288,0,163,29,2,,909,"5,416",16,
VNM,0,,C,16,,0,,1,2,,0,17,2,0,915,,,,33,0,38,,,0,70,124,2,,9,,,,,69,0,,5,69,26,0,"1,207",,,,87,1,,98,,50,,,1,,,0,0,0,0,0,"1,420",,,1,0,63,4,,,"1,672",248,0,0
VGB,0,19,C,551,,217,10,"1,514","3,553",250,0,"1,712",2,0,"8,107",188,0,0,2,39,189,,11,545,"9,813",498,16,9,"4,883",0,7,,65,"3,209","1,371",15,"2,214","1,073","2,809",11,220,173,,1,"9,391",17,,342,,668,"5,485",,154,,2,21,3,"2,244",0,"1,694",748,,270,"1,145",331,,1,,,"6,546","14,843",0,0
WLF,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0,,,0,,,,,0,0,,0,0,,0,0,,,,0,,,,,0,,,,,,,0,0,0,0,,,,0,0,0,,,,0,0,0,0
PSE,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0,,,0,,,,,12,0,,0,0,,0,0,,,1,0,,,,,0,,,,,,,0,0,0,0,,,,0,0,0,,,,0,0,0,0
ESH,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,0,,,,,0,,,0,,,,,0,0,,0,0,,0,0,,,,0,,,,,0,,,,,,,0,0,0,0,,,,0,0,,,,,0,0,0,0
YEM,0,,0,0,,0,,0,0,,0,0,,0,0,,,,0,,3,,,3,,0,,,0,,,,,0,0,,0,0,,0,0,27,,3,0,,,,,0,,,,,,,0,0,0,0,,,,0,0,0,,,,10,0,0,0
ZMB,0,,0,0,,0,,16,0,,0,0,,0,1,,,,0,,3,,,,50,0,,,6,,,,,3,0,,0,0,2,0,0,,,,0,,,3,,0,,,,,,,0,0,0,0,,,17,0,3,0,,,,35,79,0,0
ZWE,0,,0,4,,0,,0,0,,0,0,,0,C,,,,0,,0,,,,1,0,,0,3,,,,,0,0,,0,0,,0,0,,,,220,,,20,,0,,,,,,,0,0,0,0,,,162,0,0,7,,,,1,200,0,0
